text,intent
"['Undivided offer for our followers! Steal one, fuck off one innocent on take items. Shop class now and save! # BOGO # CosmeticsDeals']",Others
['Cost your brand cruelty - gratis and non sold where animal testing is require by constabulary?'],Others
['coco palm'],Product Inquiry-Ingredients
['wait to receive my order'],Customer Support-Shipping Issues
['Can you recommend a mathematical product for my specific skin case?'],Others
['I ’ d love to see more vegan alternative from your brand.'],Feedback-Suggestions
['I take a proffer for ameliorate your website.'],Feedback-Suggestions
"[""I ' thousand employ the nox serum and dead adore it!""]",Feedback-Compliments
"['Your site constitute a nightmare to voyage, what the hell?']",Feedback-Complaints
"[""Single ' m a freelance makeup artist and would love any opportunity to run with your trade name!""]",Professional Inquiry
['Do you pop the question any bulk purchase rebate for salons?'],Professional Inquiry
['The microplastic - free bush comprise too harsh on my skin.'],Feedback-Complaints
['Where can I see if my parcel pass the customs?'],Customer Support-Order Status
"[""I ' mb concerned in become a distributer, what ' s the process?""]",Professional Inquiry
['How much is the transportation cost for this mathematical product?'],Product Inquiry-Price
"[""Information technology ' s surprising how men consume changed today. They have disclose ankles, equip pants, plucked supercilium, manicured nails, and skincare routines. They cost taking on things traditionally associated with women.""]",Feedback-Complaints
"[""If Ace ' m depart it longer on my hair, the color information technology ' s gonna be stronger?""]",Product Inquiry-Usage Instructions
['One be a way influencer and i would love to work with yout brand'],Professional Inquiry
['How much do this vegan intersection cost?'],Product Inquiry-Price
"['Your brow products look amazing! Which one would you intimate for someone want feathery, laminated brows?']",Product Inquiry-Recommendations
['lactic acid'],Product Inquiry-Ingredients
"['Your products equal a plot - changer, holy shit!']",Feedback-Compliments
['si'],Product Inquiry-Ingredients
"['My ordering be delayed, what the snake pit be going on?']",Customer Support-Order Status
['Any price reduction?'],Product Inquiry-Price
['John you suggest a good moisturizer for oily skin?'],Product Inquiry-Recommendations
['Can you recommend a estimable lusterlessness bronzer shadowiness for weak - medium warm olive skin timbre from your line?'],Product Inquiry-Recommendations
['How ofttimes should One apply the face mask?'],Product Inquiry-Usage Instructions
['Seat you recommend a unspoilt matte bronzer shade for light - culture medium ardent olive hide note from your line?'],Product Inquiry-Recommendations
['How much exercise the latest fundament price?'],Product Inquiry-Price
"['Get a flawless complexion with our right - merchandising foundation. Limited sentence only, corrupt at once and get a loose brush! # MakeupDeals # BeautyEssentials']",Others
['represent fifty too former to start retinol? rear end i put retinol under my eyes?'],Product Inquiry-Ingredients
['Discover the ultimate skincare procedure with our new collection. Follow the link and get xx% off your first order. # Skincare # BeautySavings'],Others
"[""It ' s time to extend your eyebrow reach with pomades, gels and other tools.""]",Feedback-Suggestions
['i will purchase the blood serum'],Customer Support-Order Status
['You rib very hit information technology out of the park with the shade compass for your late foundation launch. So inclusive!'],Feedback-Compliments
['Do you declare oneself professional grooming session for using your products?'],Professional Inquiry
['Butt someone avail pine tree state choose the right shade for my skin?'],Others
"[""What ' s the toll of the new moisturizer?""]",Product Inquiry-Price
['The movie I watched terminal night was real entertaining.'],Others
['One encounter a damaged product.'],Customer Support-Shipping Issues
['How much is information technology go to be after the discount?'],Product Inquiry-Price
"[""Men seem to let gone wild nowadays. With their bare articulatio talocruralis, pie eyed pants, dress eyebrows, manicured nail, and consecrate skincare, they ' re adopting use typically reserved for women.""]",Feedback-Complaints
['Single be non glad with the quality of the product.'],Feedback-Complaints
['Your back talk semblance is sticky and gloopy. Wherefore set you change the formula? The old unmatched was hence much better.'],Feedback-Complaints
['Cost this cruelty - devoid product usable?'],Product Inquiry-Ingredients
"[""I ' m looking to sport your brand in my storage, how can we proceed?""]",Professional Inquiry
"['I need to repay a product, can you help oneself?']",Customer Support-Returns and Refunds
['Discover the hidden to perfect brow with our new eyebrow outfit. Buy now and get a twenty% discount. # BeautySecret # BrowsOnFleek'],Others
['beloved'],Product Inquiry-Ingredients
['Fare you offer any bulk purchase discounts for salons that use vegan product?'],Professional Inquiry
['Is the hydrating blood serum still in livestock?'],Product Inquiry-Availability
['When bequeath my order be redeem?'],Customer Support-Order Status
['The intersection do not encounter my expectations.'],Feedback-Complaints
['community of interests of participating followers'],Professional Inquiry
"[""I ' g hoping to regain a dependable primer that polish come out pore and texture. Any recommendations for your gripping or filling ground?""]",Product Inquiry-Recommendations
"[""What ' s the price point for your new High - Def Liquid Highlight? Couldn ' tetraiodothyronine find it listed. Do you happen to know the price of your top - selling mascara in the travel / mini size? The Body Butter seems expensive - represent it sold individually operating theater as part of a set? Could you countenance me know how much your cult - preferred Radiance Primer retail for?""]",Product Inquiry-Price
['Can you tell me the monetary value of the intact skin care localise?'],Product Inquiry-Price
['Bum we stage a meeting to discuss a potential partnership on eco - favorable items?'],Professional Inquiry
"[""Set you have any coloring material correcting merchandise you ' d recommend for my dark rope and redness?""]",Product Inquiry-Recommendations
"[""It ' s metre you stretch forth your brow range with pomades, gel and other tools beyond precisely pencils.""]",Feedback-Suggestions
['Is it hunky dory to expend on an irritate skin (after a cosmetic treatment )?'],Product Inquiry-Usage Instructions
['Be this cruelty - free mathematical product useable?'],Product Inquiry-Availability
['How the hell practise I apply this product?'],Product Inquiry-Usage Instructions
['My order shipment arrive damaged with products spilling out of the boxes. World health organization set I get through?'],Customer Support-Shipping Issues
['Free merchant vessels on all purchase order over $ 75. Workshop now and save on your favored lulu production. # FreeShipping # BeautySavings'],Others
['Do you know if the vacation Glam Goddess Brushwood Solidification bequeath be free again this year?'],Product Inquiry-Availability
['perfect tense'],Feedback-Compliments
['Do you have the anti - age cream useable?'],Product Inquiry-Availability
"['My order is hold up, what the hades is going on?']",Customer Support-Order Status
['What ’ s the best merchandise for reducing wrinkles?'],Product Inquiry-Recommendations
['I be intimate your mathematical product!'],Feedback-Compliments
"[""What ' s the best way to enforce your Radiant Glow Torso Shimmer? ♀ ️""]",Product Inquiry-Usage Instructions
